Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),ZONE 1:Zone Mean Air Temperature [C](Hourly),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Total Heating Rate [W](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Electricity Rate [W](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),InteriorLights:Electricity [J](Hourly) 
 01/02  17:00:00,-8.9,9.033333333,0,20.00060853,0.001319652,6561.022922,9880.178229,0,35358973.1,35568641.63,2073600
 01/02  18:00:00,-8.9,10.34166667,0,5.242447927,0.001199075,0,0,0,0,0,0
 01/02  19:00:00,-8.9,10.15833333,0,1.464693203,0.001216286,0,0,0,0,0,0
 01/02  20:00:00,-8.258333333,9.525,0,0.199061553,0.001337135,0,0,0,0,0,0
 01/02  21:00:00,-7.45,9.925,0,-0.455675315,0.001486365,0,0,0,0,0,0
 01/02  22:00:00,-6.908333333,9.95,0,-0.928769735,0.00159601,0,0,0,0,0,0
 01/02  23:00:00,-6.35,8.766666667,0,-1.182452573,0.001771713,0,0,0,0,0,0
 01/02  24:00:00,-5.808333333,7.108333333,0,-1.292904767,0.001953536,0,0,0,0,0,0
 01/03  01:00:00,-5.25,6.866666667,0,-1.299183765,0.002099912,0,0,0,0,0,0
 01/03  02:00:00,-4.358333333,7.2,0,-1.096969926,0.002237944,0,0,0,0,0,0
 01/03  03:00:00,-3.9,6.091666667,0,-0.932344844,0.002368387,0,0,0,0,0,0
 01/03  04:00:00,-3.55,5.125,0,-0.846957941,0.002435179,0,0,0,0,0,0
 01/03  05:00:00,-3.3,5.175,0,-0.724288653,0.00252832,0,0,0,0,0,0
 01/03  06:00:00,-3.008333333,3.841666667,0,-0.623584363,0.002576159,0,0,0,0,0,0
 01/03  07:00:00,-2.8,3.441666667,0,-0.521616498,0.002642473,0,0,0,0,0,0
 01/03  08:00:00,-1.808333333,4.191666667,0,19.50000411,0.003143645,8422.895286,8565.932883,0,30627689.85,30837358.38,3110400
 01/03  09:00:00,0.533333333,4.4,0,20.00010693,0.003804296,5262.427604,5035.966615,0,17919811.29,18129479.81,3110400
 01/03  10:00:00,2.341666667,6.208333333,0,20.00077298,0.004371562,3939.76115,3478.462165,0,12325944.43,12522463.79,3110400
 01/03  11:00:00,3.091666667,8.783333333,0,20.00107653,0.004432597,3122.119692,2691.326044,0,9537910.905,9688773.759,3110400
 01/03  12:00:00,3.008333333,10.05,0,20.00000795,0.003877753,2744.965673,2237.749554,0,7933581.605,8055898.394,3110400
 01/03  13:00:00,2.45,9.016666667,2.666666667,20.00000672,0.003406183,2583.676077,2109.15871,0,7477839.783,7592971.355,3110400
 01/03  14:00:00,2.2,8.1,52.66666667,20.00000647,0.003316088,2351.793478,1954.152407,0,6928284.727,7034948.665,3110400
 01/03  15:00:00,1.908333333,8.566666667,190.5,20.00000589,0.003152211,2099.21468,1769.804059,0,6274839.331,6371294.612,3110400
 01/03  16:00:00,1.7,9.366666667,48.08333333,20.00000757,0.002712401,3054.337847,2435.957281,0,8636458.561,8769446.213,2073600
 01/03  17:00:00,0.708333333,8.766666667,3.083333333,20.00175698,0.002547168,3465.126899,2871.41328,0,10177904.16,10337087.81,2073600
 01/03  18:00:00,0,8.566666667,0,9.631914524,0.002395031,0,0,0,0,0,0
 01/03  19:00:00,0,10.00833333,0,6.951202233,0.002258229,0,0,0,0,0,0
 01/03  20:00:00,-0.641666667,13.075,0,5.683066454,0.00202786,0,0,0,0,0,0
 01/03  21:00:00,-2.733333333,15.05,0,4.132107974,0.001667728,0,0,0,0,0,0
 01/03  22:00:00,-5.183333333,14.95,0,2.343112224,0.001385198,0,0,0,0,0,0
 01/03  23:00:00,-6.741666667,12.13333333,0,0.849871965,0.001193567,0,0,0,0,0,0
 01/03  24:00:00,-7.841666667,10.3,0,-0.397910137,0.001027004,0,0,0,0,0,0
 01/04  01:00:00,-8.65,8.491666667,0,-1.487870164,0.000922133,0,0,0,0,0,0
 01/04  02:00:00,-9.191666667,7.725,0,-2.395219498,0.000896759,0,0,0,0,0,0
 01/04  03:00:00,-9.4,7.283333333,0,-3.11132332,0.000830879,0,0,0,0,0,0
 01/04  04:00:00,-9.75,5.358333333,0,-3.76186396,0.000800356,0,0,0,0,0,0
 01/04  05:00:00,-10.35,4.925,0,-4.485157505,0.000841678,0,0,0,0,0,0
 01/04  06:00:00,-10.6,5.591666667,0,-5.064685864,0.000861786,0,0,0,0,0,0
 01/04  07:00:00,-10.89166667,5.333333333,0,-5.56713825,0.000864686,0,0,0,0,0,0
 01/04  08:00:00,-11.1,4.358333333,48.05555556,18.71090692,0.001212458,11921.03748,15312.27287,0,54914513.81,55124182.34,3110400
 01/04  09:00:00,-10.80833333,4.191666667,366.6666667,20.00179742,0.001411019,8202.984968,11834.67199,0,42395150.65,42604819.17,3110400
 01/04  10:00:00,-10.25,4.925,609.5833333,20.00170018,0.001425598,6643.179925,10218.64428,0,36577450.88,36787119.41,3110400
 01/04  11:00:00,-9.65,4.775,529.6666667,20.00150869,0.001456812,5846.751961,9345.051663,0,33432517.46,33642185.99,3110400
 01/04  12:00:00,-8.758333333,3.641666667,202.5,20.00140772,0.00153209,5367.442651,8764.501548,0,31342537.05,31552205.57,3110400
 01/04  13:00:00,-7.658333333,2.925,50.5,20.0006612,0.001646893,4946.493627,6699.006359,0,23906754.37,24116422.89,3110400
 01/04  14:00:00,-6.558333333,2.45,77.41666667,20.00033312,0.001804504,4478.042095,5620.240932,0,20023198.83,20232867.35,3110400
 01/04  15:00:00,-5.458333333,3.016666667,162.3333333,20.00020213,0.001913778,3973.265423,4766.725754,0,16950544.19,17160212.71,3110400
 01/04  16:00:00,-4.358333333,4.066666667,64.33333333,20.00013904,0.001828034,4685.833858,5108.880268,0,18182300.44,18391968.97,2073600
 01/04  17:00:00,-3.9,3.116666667,5.333333333,20.00006516,0.00184252,4779.058204,5051.509502,0,17975765.68,18185434.21,2073600
 01/04  18:00:00,-4.541666667,2.55,0,7.649666972,0.001761124,0,0,0,0,0,0
 01/04  19:00:00,-5,2.158333333,0,4.212557499,0.001762652,0,0,0,0,0,0
 01/04  20:00:00,-3.716666667,2.516666667,0,3.291512843,0.001951177,0,0,0,0,0,0
 01/04  21:00:00,-2.45,3.391666667,0,3.018446194,0.002292414,0,0,0,0,0,0
 01/04  22:00:00,-2.55,3.133333333,0,2.488481265,0.002330948,0,0,0,0,0,0
 01/04  23:00:00,-2.8,2.8,0,1.905310821,0.002238872,0,0,0,0,0,0
 01/04  24:00:00,-2.8,2.975,0,1.488168287,0.002165224,0,0,0,0,0,0
 01/05  01:00:00,-2.158333333,3.566666667,0,1.373081565,0.002202071,0,0,0,0,0,0
 01/05  02:00:00,-1.35,3.725,0,1.515324542,0.002270751,0,0,0,0,0,0
 01/05  03:00:00,-1.45,4.066666667,0,1.385184338,0.002314158,0,0,0,0,0,0
 01/05  04:00:00,-1.7,3.933333333,0,1.124177546,0.00236386,0,0,0,0,0,0
 01/05  05:00:00,-1.7,3.775,0,0.994265126,0.00232989,0,0,0,0,0,0
 01/05  06:00:00,-1.7,3.433333333,0,0.878274276,0.00227153,0,0,0,0,0,0
 01/05  07:00:00,-1.991666667,3.391666667,0,0.652017952,0.00226799,0,0,0,0,0,0
 01/05  08:00:00,-2.841666667,3.308333333,18.88888889,19.54910117,0.002577645,8288.402485,8440.811851,0,30177254.14,30386922.66,3110400
 01/05  09:00:00,-3.008333333,2.575,123.3333333,20.00036734,0.002760996,5459.393617,5834.179904,0,20793379.13,21003047.66,3110400
 01/05  10:00:00,-2.158333333,2.2,123.6666667,20.00015198,0.002863112,4347.869118,4459.996504,0,15846318.89,16055987.42,3110400
 01/05  11:00:00,-1.058333333,2.725,85.83333333,20.00091282,0.002942641,3594.65643,3434.66607,0,12170565.13,12364797.85,3110400
 01/05  12:00:00,0.1,1.291666667,24.66666667,20.00155334,0.003080984,3057.866652,2814.171359,0,9972855.459,10131016.89,3110400
 01/05  13:00:00,0.891666667,0,41.83333333,20.00001351,0.003269454,2628.143318,2382.435248,0,8443757.761,8576766.893,3110400
 01/05  14:00:00,1.45,0,6.75,20.00000759,0.003333926,2315.16662,2059.664059,0,7300646.229,7414790.611,3110400
 01/05  15:00:00,1.35,0,0.25,20.0000077,0.003389617,2265.181837,2053.354658,0,7277841.479,7392076.767,3110400
 01/05  16:00:00,0.808333333,1.283333333,0,20.00276478,0.003109106,3358.473808,2949.384745,0,10452287.76,10617785.08,2073600
 01/05  17:00:00,0.6,3.016666667,0,20.00257172,0.002937599,3544.675397,3086.649344,0,10938320.47,11111937.64,2073600
 01/05  18:00:00,0.25,2.783333333,0,9.785331335,0.002738311,0,0,0,0,0,0
 01/05  19:00:00,-0.641666667,4.825,0,6.859000019,0.002572736,0,0,0,0,0,0
 01/05  20:00:00,-2.383333333,6.991666667,0,5.130547828,0.002370101,0,0,0,0,0,0
 01/05  21:00:00,-3.941666667,6.908333333,0,3.562015994,0.002058777,0,0,0,0,0,0
 01/05  22:00:00,-4.75,4.891666667,0,2.388541814,0.00183699,0,0,0,0,0,0
 01/05  23:00:00,-5.35,4.416666667,0,1.41009012,0.001749314,0,0,0,0,0,0
 01/05  24:00:00,-5.891666667,5,0,0.530613447,0.001673283,0,0,0,0,0,0
 01/06  01:00:00,-6.45,4.65,0,-0.290138748,0.001619181,0,0,0,0,0,0
 01/06  02:00:00,-7.341666667,4.75,0,-1.189166064,0.001585863,0,0,0,0,0,0
 01/06  03:00:00,-7.8,5.466666667,0,-1.949426981,0.001513304,0,0,0,0,0,0
 01/06  04:00:00,-8.091666667,6.15,0,-2.528334899,0.001446662,0,0,0,0,0,0
 01/06  05:00:00,-8.3,6.866666667,0,-3.045570047,0.001427248,0,0,0,0,0,0
 01/06  06:00:00,-8.008333333,7.2,0,-3.293919065,0.001493937,0,0,0,0,0,0
 01/06  07:00:00,-7.8,6.091666667,0,-3.446867051,0.00156609,0,0,0,0,0,0
 01/06  08:00:00,-7.8,5.591666667,0,19.27032538,0.001965985,10575.17798,12142.81805,0,43504476.44,43714144.97,3110400
 01/06  09:00:00,-7.8,6.15,0.5,20.00090672,0.002178256,7424.100476,9194.462404,0,32890396.13,33100064.65,3110400
 01/06  10:00:00,-7.45,5.233333333,2.25,20.0007838,0.002201181,6355.533073,8012.484121,0,28635274.31,28844942.84,3110400
 01/06  11:00:00,-6.908333333,3.933333333,0.25,20.0006194,0.002236081,5697.492612,7184.44914,0,25654348.38,25864016.91,3110400
 01/06  12:00:00,-6.35,4.591666667,0,20.0005222,0.002293354,5207.496768,6522.308663,0,23270642.66,23480311.19,3110400
 01/06  13:00:00,-6.1,4.308333333,0,20.00044076,0.002363692,5022.782311,6292.687194,0,22444005.37,22653673.9,3110400
 01/06  14:00:00,-5.808333333,2.783333333,0,20.00043032,0.002469272,4826.024668,6043.207395,0,21545878.1,21755546.62,3110400
 01/06  15:00:00,-5.6,2.55,0,20.00038414,0.002516248,4595.007547,5764.398265,0,20542165.23,20751833.75,3110400
 01/06  16:00:00,-5.6,2.158333333,0,20.00034555,0.002346033,5538.671381,6703.510721,0,23922970.07,24132638.59,2073600
 01/06  17:00:00,-5.6,2.341666667,0,20.00018351,0.002273291,5586.602291,6730.623383,0,24020575.65,24230244.18,2073600
 01/06  18:00:00,-5.25,1.633333333,0,6.73808868,0.002172615,0,0,0,0,0,0
 01/06  19:00:00,-5,1.616666667,0,3.487375908,0.00217983,0,0,0,0,0,0
 01/06  20:00:00,-4.65,2.55,0,2.42716265,0.002224605,0,0,0,0,0,0
 01/06  21:00:00,-4.4,2.8,0,1.747188378,0.002291913,0,0,0,0,0,0
 01/06  22:00:00,-5.1,2.45,0,0.923670695,0.002218952,0,0,0,0,0,0
 01/06  23:00:00,-5.891666667,3.016666667,0,0.036447268,0.002059871,0,0,0,0,0,0
 01/06  24:00:00,-5.808333333,3.133333333,0,-0.501476457,0.002029199,0,0,0,0,0,0
 01/07  01:00:00,-5.6,5.891666667,0,-0.840375903,0.001889743,0,0,0,0,0,0
 01/07  02:00:00,-5.6,9.383333333,0,-1.185780594,0.00147237,0,0,0,0,0,0
 01/07  03:00:00,-6.533333333,9.95,0,-1.803757077,0.001260661,0,0,0,0,0,0
 01/07  04:00:00,-7.841666667,9.233333333,0,-2.674321534,0.001170463,0,0,0,0,0,0
 01/07  05:00:00,-9.641666667,6.8,0,-3.724655076,0.001042556,0,0,0,0,0,0
 01/07  06:00:00,-10.89166667,7.4,0,-4.735637466,0.000892333,0,0,0,0,0,0
 01/07  07:00:00,-11.45,8.083333333,0,-5.424678798,0.000786414,0,0,0,0,0,0
 01/07  08:00:00,-11.99166667,7.5,0,-6.05284564,0.000790054,0,0,0,0,0,0
 01/07  09:00:00,-12.55,6.858333333,0,-6.582643348,0.000875165,0,0,0,0,0,0
 01/07  10:00:00,-13.09166667,5.758333333,0,-7.019635122,0.000949194,0,0,0,0,0,0
 01/07  11:00:00,-13.65,4.308333333,4.833333333,-7.335795274,0.000926348,0,0,0,0,0,0
 01/07  12:00:00,-13.9,3.775,36.75,-7.435746315,0.00085107,0,0,0,0,0,0
 01/07  13:00:00,-13.9,3.433333333,114.25,-7.323841235,0.000859566,0,0,0,0,0,0
 01/07  14:00:00,-13.55,3.391666667,270.6666667,-6.882491269,0.000867158,0,0,0,0,0,0
 01/07  15:00:00,-13.3,2.783333333,320.5,-6.213224906,0.000879505,0,0,0,0,0,0
 01/07  16:00:00,-13.3,3.016666667,85.08333333,-6.181266644,0.000945774,0,0,0,0,0,0
 01/07  17:00:00,-13.65,4.066666667,5.916666667,-6.823148159,0.000996658,0,0,0,0,0,0
 01/07  18:00:00,-13.9,4.925,0,-7.531255195,0.001027541,0,0,0,0,0,0
 01/07  19:00:00,-13.9,6.408333333,0,-7.983178754,0.000882356,0,0,0,0,0,0
 01/07  20:00:00,-13.9,6.733333333,0,-8.334057166,0.000641699,0,0,0,0,0,0
 01/07  21:00:00,-14.19166667,6.575,0,-8.721800294,0.000597059,0,0,0,0,0,0
 01/07  22:00:00,-14.4,6.991666667,0,-9.08951802,0.000567229,0,0,0,0,0,0
 01/07  23:00:00,-14.4,6.733333333,0,-9.327580586,0.000571667,0,0,0,0,0,0
 01/07  24:00:00,-14.75,5.583333333,0,-9.651564525,0.000596284,0,0,0,0,0,0
 01/08  01:00:00,-15,5.175,0,-9.979155882,0.000591229,0,0,0,0,0,0
 01/08  02:00:00,-15,5.3,0,-10.17405075,0.0006199,0,0,0,0,0,0
 01/08  03:00:00,-15.35,5.3,0,-10.46457582,0.000640889,0,0,0,0,0,0
 01/08  04:00:00,-15.89166667,5.941666667,0,-10.86288745,0.000629749,0,0,0,0,0,0
 01/08  05:00:00,-16.1,6.05,0,-11.14672631,0.000607289,0,0,0,0,0,0
 01/08  06:00:00,-16.45,5.508333333,0,-11.43562878,0.000582887,0,0,0,0,0,0
 01/08  07:00:00,-16.99166667,6.408333333,0,-11.83407209,0.000538451,0,0,0,0,0,0
 01/08  08:00:00,-17.84166667,6.908333333,44.58333333,-12.30699921,0.000501775,0,0,0,0,0,0
 01/08  09:00:00,-18.3,6.991666667,345.0833333,-12.03044636,0.000450815,0,0,0,0,0,0
 01/08  10:00:00,-18.3,6.091666667,616.25,-11.23499561,0.000409178,0,0,0,0,0,0
 01/08  11:00:00,-18.00833333,6.408333333,724.8333333,-10.65352968,0.000403858,0,0,0,0,0,0
 01/08  12:00:00,-17.45,7.725,799.3333333,-10.29571462,0.000418662,0,0,0,0,0,0
 01/08  13:00:00,-17.2,7.75,838.3333333,-10.03290957,0.000409669,0,0,0,0,0,0
 01/08  14:00:00,-16.90833333,7.325,779.75,-9.370344999,0.000411957,0,0,0,0,0,0
 01/08  15:00:00,-16.7,7.2,659.8333333,-8.476393559,0.000411101,0,0,0,0,0,0
 01/08  16:00:00,-17.34166667,7.2,365.9166667,-8.30964065,0.00038232,0,0,0,0,0,0
 01/08  17:00:00,-18.09166667,8.016666667,34.16666667,-9.303756013,0.00038492,0,0,0,0,0,0
 01/08  18:00:00,-18.00833333,7.783333333,0,-10.31859419,0.000356575,0,0,0,0,0,0
 01/08  19:00:00,-18.09166667,7.2,0,-11.00184182,0.00033315,0,0,0,0,0,0
 01/08  20:00:00,-18.3,7.2,0,-11.61221112,0.00033136,0,0,0,0,0,0
 01/08  21:00:00,-18.65,7.2,0,-12.15122622,0.000332329,0,0,0,0,0,0
 01/08  22:00:00,-19.19166667,6.733333333,0,-12.74415589,0.000340826,0,0,0,0,0,0
 01/08  23:00:00,-19.4,7.391666667,0,-13.19579499,0.00035118,0,0,0,0,0,0
 01/08  24:00:00,-19.75,7.283333333,0,-13.62408511,0.00033664,0,0,0,0,0,0
 01/09  01:00:00,-20,7.166666667,0,-14.03455626,0.000313941,0,0,0,0,0,0
 01/09  02:00:00,-20.35,6.858333333,0,-14.42233043,0.000312553,0,0,0,0,0,0
 01/09  03:00:00,-20.6,5.758333333,0,-14.80011863,0.000312446,0,0,0,0,0,0
 01/09  04:00:00,-20.6,4.775,0,-15.03425628,0.000312179,0,0,0,0,0,0
 01/09  05:00:00,-20.89166667,4.925,0,-15.34089832,0.000312998,0,0,0,0,0,0
 01/09  06:00:00,-20.80833333,5.941666667,0,-15.5367501,0.000313384,0,0,0,0,0,0
 01/09  07:00:00,-20.89166667,4.766666667,0,-15.68789858,0.000304022,0,0,0,0,0,0
 01/09  08:00:00,-21.45,3.6,47.91666667,12.28235415,0.000490203,14868.80853,18626.34772,0,66845183.27,67054851.8,3110400
 01/09  09:00:00,-21.05833333,2.783333333,369.4166667,19.08080209,0.000717698,13589.84679,18207.22574,0,65336344.12,65546012.65,3110400
 01/09  10:00:00,-20.25,2.2,657.4166667,20.00205699,0.000826685,11177.68083,15865.15639,0,56904894.47,57114563,3110400
 01/09  11:00:00,-18.71666667,1.908333333,785.1666667,20.00218375,0.000865308,9604.829329,14124.49545,0,50638515.1,50848183.63,3110400
 01/09  12:00:00,-16.80833333,1.525,838.9166667,20.0020491,0.000889394,8541.526993,12847.95252,0,46042960.53,46252629.06,3110400
 01/09  13:00:00,-15.45833333,1.866666667,799.5833333,20.00187278,0.000925726,7683.299305,11833.40575,0,42390592.17,42600260.7,3110400
 01/09  14:00:00,-14.35833333,2.725,666.8333333,20.00185849,0.000949101,6752.413919,10790.80932,0,38637245.03,38846913.55,3110400
 01/09  15:00:00,-13.25833333,2.925,388.6666667,20.00166828,0.00095304,6043.834206,9946.727872,0,35598551.81,35808220.34,3110400
 01/09  16:00:00,-12.8,3.441666667,281.5833333,20.00128269,0.000745225,6735.399939,10540.76184,0,37737074.1,37946742.63,2073600
 01/09  17:00:00,-12.8,3.725,27.91666667,20.00063313,0.00061324,7074.722068,10825.00402,0,38760345.95,38970014.48,2073600
 01/09  18:00:00,-13.09166667,3.775,0,3.951453904,0.000493933,0,0,0,0,0,0
 01/09  19:00:00,-13.3,3.9,0,-0.483501205,0.000479766,0,0,0,0,0,0
 01/09  20:00:00,-13.00833333,3.725,0,-2.227341752,0.000514859,0,0,0,0,0,0
 01/09  21:00:00,-12.8,3.6,0,-3.361595113,0.000508188,0,0,0,0,0,0
 01/09  22:00:00,-12.45,3.775,0,-4.16696469,0.000562336,0,0,0,0,0,0
 01/09  23:00:00,-12.2,4.191666667,0,-4.761668644,0.000630886,0,0,0,0,0,0
 01/09  24:00:00,-12.2,5.566666667,0,-5.338384978,0.000672897,0,0,0,0,0,0
 01/10  01:00:00,-12.2,5.233333333,0,-5.823154352,0.000691012,0,0,0,0,0,0
 01/10  02:00:00,-11.55833333,4.4,0,-6.009686273,0.000742682,0,0,0,0,0,0
 01/10  03:00:00,-11.1,4.4,0,-6.084568575,0.000838583,0,0,0,0,0,0
 01/10  04:00:00,-10.80833333,5.216666667,0,-6.212249272,0.000924124,0,0,0,0,0,0
 01/10  05:00:00,-10.6,5.508333333,0,-6.317654056,0.000971594,0,0,0,0,0,0
 01/10  06:00:00,-9.9,4.775,0,-6.212853783,0.001069811,0,0,0,0,0,0
 01/10  07:00:00,-9.75,4.925,0,-6.133854549,0.001163784,0,0,0,0,0,0
 01/10  08:00:00,-10,5.125,0,18.73169974,0.001551203,12077.08049,15348.38606,0,55044521.28,55254189.81,3110400
 01/10  09:00:00,-10,5.466666667,0,20.00188918,0.001757301,8868.50378,12412.46407,0,44475202.12,44684870.65,3110400
 01/10  10:00:00,-9.65,5.333333333,0,20.00178902,0.001796278,7777.204898,11282.08536,0,40405838.76,40615507.28,3110400
 01/10  11:00:00,-9.4,4.65,0,20.00166143,0.001857704,7091.469209,10565.68031,0,37826780.6,38036449.13,3110400
 01/10  12:00:00,-9.108333333,4.108333333,0,20.00163913,0.001908158,6495.743771,9943.560812,0,35587150.4,35796818.92,3110400
 01/10  13:00:00,-8.258333333,4.541666667,0,20.0012872,0.001964478,5945.380759,8759.579922,0,31324819.19,31534487.72,3110400
 01/10  14:00:00,-6.166666667,3.891666667,0,20.00042484,0.002138115,5176.336795,6352.654816,0,22659888.81,22869557.34,3110400
 01/10  15:00:00,-5,2.925,12.66666667,20.0002996,0.002332828,4605.958986,5452.915477,0,19420827.19,19630495.72,3110400
 01/10  16:00:00,-1.091666667,3.733333333,57,20.00051096,0.002473398,4554.035436,4256.023662,0,15120298.1,15321685.18,2073600
 01/10  17:00:00,2.341666667,6.033333333,6.333333333,20.00308366,0.003013756,3703.044982,2871.534012,0,10178978.59,10337522.44,2073600
 01/10  18:00:00,2.45,7.2,0,9.848147698,0.002806559,0,0,0,0,0,0
 01/10  19:00:00,2.2,7.725,0,7.26198086,0.0027248,0,0,0,0,0,0
 01/10  20:00:00,0.275,10.2,0,5.760651354,0.002445618,0,0,0,0,0,0
 01/10  21:00:00,-2.383333333,9.6,0,3.941599378,0.001732747,0,0,0,0,0,0
 01/10  22:00:00,-3.941666667,8.566666667,0,2.554929693,0.001422338,0,0,0,0,0,0
 01/10  23:00:00,-4.75,7.908333333,0,1.533529768,0.001332171,0,0,0,0,0,0
 01/10  24:00:00,-5.641666667,8.191666667,0,0.589520839,0.00121968,0,0,0,0,0,0
 01/11  01:00:00,-6.45,8.083333333,0,-0.318302242,0.001216266,0,0,0,0,0,0
 01/11  02:00:00,-7.633333333,7.033333333,0,-1.298370874,0.001194254,0,0,0,0,0,0
 01/11  03:00:00,-8.65,6.525,0,-2.295057606,0.001154298,0,0,0,0,0,0
 01/11  04:00:00,-8.55,7.041666667,0,-2.838869096,0.001171193,0,0,0,0,0,0
 01/11  05:00:00,-8.941666667,7.5,0,-3.363021251,0.001204186,0,0,0,0,0,0
 01/11  06:00:00,-11.38333333,9.425,0,-4.64620578,0.001040495,0,0,0,0,0,0
 01/11  07:00:00,-13.73333333,10.8,0,-6.192565028,0.000749104,0,0,0,0,0,0
 01/11  08:00:00,-15.39166667,10.15833333,8.888888889,18.4342382,0.000913239,12824.80181,16664.45875,0,59782382.99,59992051.52,3110400
 01/11  09:00:00,-16.45,9.233333333,114.5,20.00210916,0.001024826,9781.791584,14058.20615,0,50399873.63,50609542.16,3110400
 01/11  10:00:00,-16.99166667,8.9,423.4166667,20.00221437,0.000983076,8621.660902,12960.62093,0,46448566.82,46658235.35,3110400
 01/11  11:00:00,-17.2,8.725,701,20.00209122,0.000959318,7982.429003,12340.13829,0,44214829.32,44424497.84,3110400
 01/11  12:00:00,-17.2,9.241666667,800.5833333,20.00200565,0.000962155,7703.061355,12056.35818,0,43193220.92,43402889.45,3110400
 01/11  13:00:00,-17.2,9.233333333,836.8333333,20.00199104,0.000975445,7482.851513,11837.35108,0,42404795.35,42614463.88,3110400
 01/11  14:00:00,-16.90833333,8.433333333,759.3333333,20.00198023,0.000971027,7000.620834,11325.81555,0,40563267.45,40772935.98,3110400
 01/11  15:00:00,-16.7,8.391666667,623.9166667,20.0019254,0.000957693,6560.952009,10861.47644,0,38891646.67,39101315.19,3110400
 01/11  16:00:00,-16.7,8.6,337,20.00149319,0.000696614,7485.229862,11732.63894,0,42027831.65,42237500.18,2073600
 01/11  17:00:00,-17.34166667,7.316666667,32.5,20.00078748,0.000546573,8127.459549,12395.22822,0,44413153.05,44622821.58,2073600
 01/11  18:00:00,-17.8,6.575,0,2.280213595,0.000388913,0,0,0,0,0,0
 01/11  19:00:00,-18.09166667,7.516666667,0,-2.706955503,0.000331471,0,0,0,0,0,0
 01/11  20:00:00,-18.94166667,8.391666667,0,-5.243574345,0.000321531,0,0,0,0,0,0
 01/11  21:00:00,-19.75,7.958333333,0,-7.215695568,0.000310952,0,0,0,0,0,0
 01/11  22:00:00,-20.35,6.858333333,0,-8.772549049,0.000297251,0,0,0,0,0,0
 01/11  23:00:00,-20.89166667,6.866666667,0,-10.10251599,0.000278277,0,0,0,0,0,0
 01/11  24:00:00,-21.45,7.2,0,-11.28655315,0.000266984,0,0,0,0,0,0
 01/12  01:00:00,-21.99166667,6.733333333,0,-12.35715008,0.000253888,0,0,0,0,0,0
 01/12  02:00:00,-22.2,7.041666667,0,-13.21882081,0.00025485,0,0,0,0,0,0
 01/12  03:00:00,-22.55,7.033333333,0,-13.99756788,0.00024642,0,0,0,0,0,0
 01/12  04:00:00,-22.8,6.991666667,0,-14.70371365,0.000240496,0,0,0,0,0,0
 01/12  05:00:00,-23.09166667,6.733333333,0,-15.32013705,0.000238337,0,0,0,0,0,0
 01/12  06:00:00,-23.3,6.4,0,-15.88317489,0.000236799,0,0,0,0,0,0
 01/12  07:00:00,-23.65,5.758333333,0,-16.41623773,0.00022125,0,0,0,0,0,0
 01/12  08:00:00,-23.9,5.591666667,50.55555556,10.87742166,0.000402442,14759.06061,18626.34772,0,66845183.27,67054851.8,3110400
 01/12  09:00:00,-23.9,6.325,388.3333333,17.86977536,0.000609071,13852.14795,18626.34772,0,66845183.27,67054851.8,3110400
 01/12  10:00:00,-23.55,6.7,681.5,19.98212359,0.00074453,12319.45682,17363.24931,0,62298028.99,62507697.52,3110400
 01/12  11:00:00,-23.00833333,7.983333333,796.9166667,20.0023936,0.000787483,10927.01934,15929.85646,0,57137814.73,57347483.25,3110400
 01/12  12:00:00,-22.15833333,7.908333333,861.6666667,20.00232918,0.000803692,10177.49932,15083.80288,0,54092021.84,54301690.37,3110400
 01/12  13:00:00,-21.05833333,6.733333333,866.9166667,20.00225691,0.000823771,9444.395926,14229.66365,0,51017120.63,51226789.16,3110400
 01/12  14:00:00,-19.9,6.575,826.8333333,20.00213881,0.000832963,8533.344323,13187.78074,0,47266342.15,47476010.68,3110400
 01/12  15:00:00,-19.10833333,6.175,687.25,20.00204713,0.000845988,7727.757798,12294.47205,0,44050430.85,44260099.38,3110400
 01/12  16:00:00,-18.9,5.8,384.75,20.00152316,0.000605652,8445.308789,12933.97661,0,46352647.28,46562315.81,2073600
 01/12  17:00:00,-19.19166667,4.516666667,40,20.00077186,0.0004851,8939.246705,13411.06322,0,48070159.08,48279827.61,2073600
 01/12  18:00:00,-19.4,3.775,0,1.219933808,0.000350073,0,0,0,0,0,0
 01/12  19:00:00,-19.4,3.725,0,-3.948602936,0.000308919,0,0,0,0,0,0
 01/12  20:00:00,-19.4,3.133333333,0,-6.195351307,0.000308151,0,0,0,0,0,0
 01/12  21:00:00,-19.75,2.975,0,-7.865480175,0.000316504,0,0,0,0,0,0
 01/12  22:00:00,-20,2.925,0,-9.195655886,0.000328507,0,0,0,0,0,0
 01/12  23:00:00,-20,2.45,0,-10.19080199,0.000336527,0,0,0,0,0,0
 01/12  24:00:00,-20.35,1.733333333,0,-11.13177257,0.00034726,0,0,0,0,0,0
