Time,ZONE 1:OTTAWA INT'L ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE 1:OTTAWA INT'L ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE 1:OTTAWA INT'L ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE 1:OTTAWA INT'L ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE 1::Des Latent Heat Load [W],ZONE 1::Des Latent Cool Load [W],ZONE 1::Des Latent Heat Mass Flow [kg/s],ZONE 1::Des Latent Cool Mass Flow [kg/s],ZONE 1::Des Heat Load No DOAS [W],ZONE 1::Des Sens Cool Load No DOAS [W],ZONE 1::Des Latent Heat Load No DOAS [W],ZONE 1::Des Latent Cool Load No DOAS [W],ZONE 1:OTTAWA INT'L ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],ZONE 1:OTTAWA INT'L ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ZONE 1:OTTAWA INT'L ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],ZONE 1:OTTAWA INT'L ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
00:10:00,1.346193E+04,1.451087E+02,4.392849E-01,1.423328E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.835870E+01,2.399946E+01,6.538514E+01
00:20:00,1.346291E+04,9.762461E+01,4.393167E-01,9.575451E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.835950E+01,2.399989E+01,6.603970E+01
00:30:00,1.346385E+04,5.979761E+01,4.393476E-01,5.865052E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836027E+01,2.395805E+01,6.673292E+01
00:40:00,1.346477E+04,3.139380E+01,4.393774E-01,3.079070E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836102E+01,2.386848E+01,6.741820E+01
00:50:00,1.346565E+04,1.218795E+01,4.394062E-01,1.195345E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836174E+01,2.375785E+01,6.802926E+01
01:00:00,1.346651E+04,1.962787E+00,4.394341E-01,1.924950E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836244E+01,2.364582E+01,6.855764E+01
01:10:00,1.346736E+04,0.000000E+00,4.394620E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836312E+01,2.353643E+01,6.903921E+01
01:20:00,1.346819E+04,0.000000E+00,4.394891E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836377E+01,2.343434E+01,6.947999E+01
01:30:00,1.346899E+04,0.000000E+00,4.395152E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836441E+01,2.333674E+01,6.989981E+01
01:40:00,1.346977E+04,0.000000E+00,4.395405E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836502E+01,2.323999E+01,7.031561E+01
01:50:00,1.347052E+04,0.000000E+00,4.395650E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836561E+01,2.314291E+01,7.073301E+01
02:00:00,1.347124E+04,0.000000E+00,4.395887E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836619E+01,2.304583E+01,7.115122E+01
02:10:00,1.347195E+04,0.000000E+00,4.396117E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836674E+01,2.294923E+01,7.156899E+01
02:20:00,1.347263E+04,0.000000E+00,4.396339E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836728E+01,2.285684E+01,7.197057E+01
02:30:00,1.347329E+04,0.000000E+00,4.396554E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836780E+01,2.276808E+01,7.235859E+01
02:40:00,1.347393E+04,0.000000E+00,4.396762E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836831E+01,2.268091E+01,7.274186E+01
02:50:00,1.347454E+04,0.000000E+00,4.396964E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836880E+01,2.259434E+01,7.312471E+01
03:00:00,1.347514E+04,0.000000E+00,4.397159E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836927E+01,2.250838E+01,7.350706E+01
03:10:00,1.347570E+04,0.000000E+00,4.397342E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.836973E+01,2.242328E+01,7.388782E+01
03:20:00,1.347623E+04,0.000000E+00,4.397515E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837012E+01,2.233911E+01,7.426654E+01
03:30:00,1.347674E+04,0.000000E+00,4.397680E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837048E+01,2.225586E+01,7.464329E+01
03:40:00,1.347722E+04,0.000000E+00,4.397838E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837084E+01,2.217347E+01,7.501823E+01
03:50:00,1.347769E+04,0.000000E+00,4.397990E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837122E+01,2.209192E+01,7.539142E+01
04:00:00,1.347813E+04,0.000000E+00,4.398135E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837160E+01,2.201122E+01,7.576280E+01
04:10:00,1.347858E+04,0.000000E+00,4.398281E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837196E+01,2.193135E+01,7.613239E+01
04:20:00,1.347902E+04,0.000000E+00,4.398426E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837232E+01,2.185590E+01,7.648340E+01
04:30:00,1.347946E+04,0.000000E+00,4.398568E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837267E+01,2.178438E+01,7.681785E+01
04:40:00,1.347988E+04,0.000000E+00,4.398707E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837300E+01,2.171481E+01,7.714477E+01
04:50:00,1.348030E+04,0.000000E+00,4.398842E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837333E+01,2.165618E+01,7.742150E+01
05:00:00,1.348070E+04,0.000000E+00,4.398973E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837365E+01,2.162345E+01,7.757627E+01
05:10:00,1.348109E+04,0.000000E+00,4.399100E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837396E+01,2.163184E+01,7.753612E+01
05:20:00,1.348147E+04,0.000000E+00,4.399224E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837426E+01,2.170157E+01,7.720603E+01
05:30:00,1.348184E+04,0.000000E+00,4.399345E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837456E+01,2.182762E+01,7.661368E+01
05:40:00,1.348220E+04,0.000000E+00,4.399462E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837484E+01,2.198332E+01,7.588922E+01
05:50:00,1.348254E+04,0.000000E+00,4.399575E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837512E+01,2.215208E+01,7.511271E+01
06:00:00,1.348288E+04,0.000000E+00,4.399685E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837538E+01,2.233140E+01,7.429737E+01
06:10:00,1.348321E+04,0.000000E+00,4.399792E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837564E+01,2.252233E+01,7.344023E+01
06:20:00,1.348352E+04,0.000000E+00,4.399895E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837589E+01,2.274116E+01,7.247168E+01
06:30:00,1.348383E+04,0.000000E+00,4.399995E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837614E+01,2.298145E+01,7.142485E+01
06:40:00,1.348413E+04,0.000000E+00,4.400093E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837637E+01,2.323719E+01,7.032956E+01
06:50:00,1.348442E+04,0.000000E+00,4.400187E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837660E+01,2.349840E+01,6.923038E+01
07:00:00,1.348470E+04,2.585756E+00,4.400278E-01,2.598434E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994728E+01,3.837682E+01,2.375885E+01,6.815371E+01
